word,year_month,n,total,tf,idf,tf_idf
вакциный_noun,2021-04,11,881,0.012485811577752554,1.1592369104845446,0.014474013638286027
жұқтыр_noun,2021-04,7,881,0.007945516458569807,1.791759469228055,0.014236454352549811
бірін_verb,2021-04,3,881,0.00340522133938706,3.9318256327243257,0.013388736547301903
сәуірд_noun,2021-04,3,881,0.00340522133938706,3.9318256327243257,0.013388736547301903
таңдай_noun,2021-04,3,881,0.00340522133938706,3.9318256327243257,0.013388736547301903
вакциный_noun,2021-05,30,1959,0.015313935681470138,1.1592369104845446,0.01775247948674647
көтеря_noun,2021-05,6,1959,0.0030627871362940277,4.624972813284271,0.014165307238236665
"""спутник_noun",2021-05,13,1959,0.006636038795303726,1.9859154836690125,0.01317861219382193
мутацияғ_noun,2021-05,4,1959,0.002041858090862685,4.624972813284271,0.009443538158824443
салдыратындар_noun,2021-05,4,1959,0.002041858090862685,4.624972813284271,0.009443538158824443
таныстарыный_noun,2021-05,4,1959,0.002041858090862685,4.624972813284271,0.009443538158824443
маусымнан_noun,2021-06,9,3250,0.002769230769230769,4.624972813284271,0.012807617021402595
антиденелер_noun,2021-06,12,3250,0.0036923076923076922,3.0155349008501706,0.0111342827108314
вакциный_noun,2021-06,25,3250,0.007692307692307693,1.1592369104845446,0.008917207003727267
королева_noun,2021-06,6,3250,0.0018461538461538461,3.5263605246161616,0.006510204045445221
коронавирус_noun,2021-06,34,3250,0.010461538461538461,0.5996211225491218,0.006272959435898505
вакциный_noun,2021-07,25,1464,0.01707650273224044,1.1592369104845446,0.01979571226920329
“спутник_noun,2021-07,5,1464,0.0034153005464480873,4.624972813284271,0.01579567217651732
заңгер_noun,2021-07,4,1464,0.00273224043715847,3.9318256327243257,0.010742692985585589
қарс_noun,2021-07,18,1464,0.012295081967213115,0.8637726975907087,0.01062015611791855
пайыза_noun,2021-07,9,1464,0.006147540983606557,1.6805338341178306,0.010331150619576828
тамыздаға_noun,2021-08,17,2924,0.005813953488372093,4.624972813284271,0.026889376821420178
науқас_noun,2021-08,30,2924,0.010259917920656635,1.257676983297797,0.012903662619334443
жатыр_noun,2021-08,47,2924,0.016073871409028728,0.7537718023763802,0.01211603102314975
ауыр_noun,2021-08,31,2924,0.010601915184678522,0.9873866535578852,0.010468189555504255
жағдайа_noun,2021-08,31,2924,0.010601915184678522,0.9873866535578852,0.010468189555504255
компонентін_noun,2021-09,34,3065,0.011092985318107667,2.0600234558227344,0.02285180995039901
ад_noun,2021-09,64,3065,0.020880913539967374,0.581921545449721,0.012151053477579818
салдырған_noun,2021-09,17,3065,0.005546492659053833,2.1400661634962708,0.011869861265721567
азайып_noun,2021-09,12,3065,0.003915171288743882,3.0155349008501706,0.011806335664013718
коронавирус_noun,2021-09,58,3065,0.01892332789559543,0.5996211225491218,0.011346827115122044
